Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,missing_any,missing_critical_measurement,non_finite_value,duplicate_full_row,duplicate_test_id,duplicate_measurement_pair,malformed_numeric,invalid_voltage,invalid_current,invalid_duration,invalid_ambient_temp,sensor_s2_negative,sensor_zero_reading,data_quality_issue_count,data_quality_issue,S1_minus_S2,S1_minus_S3,S1_minus_S4,S2_minus_S3,S2_minus_S4,S3_minus_S4,sensor_mean_S1_S2_S3,sensor_median_S1_S2_S3,sensor_std_S1_S2_S3,sensor_mean_S1_S2_S3_S4,sensor_median_S1_S2_S3_S4,sensor_std_S1_S2_S3_S4,max_minus_min_sensors,pairwise_abs_diff_mean,pairwise_abs_diff_max,Apparent_Power_kVA,Thermal_Loading_Index,Apparent_Impedance_Proxy,Sensor_S1_Expected,Sensor_S1_Residual,Sensor_S1_AbsResidual,Sensor_S2_Expected,Sensor_S2_Residual,Sensor_S2_AbsResidual,Sensor_S3_Expected,Sensor_S3_Residual,Sensor_S3_AbsResidual,Sensor_S4_Expected,Sensor_S4_Residual,Sensor_S4_AbsResidual,p1_max_abs_residual,p1_mean_abs_residual,p1_residual_error,p1_consistency_index,p1_sensor_disagreement_index,p1_regime_cluster
22.6952,45.442,31.1286,36.3539,13.5856,12.7301,17.5582,51.0872,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.8554999999999993,-3.9726,-37.5016,-4.828099999999999,-38.3571,-33.529,14.624633333333334,13.5856,2.5763016328320973,23.740275,15.5719,18.352236340997614,38.3571,19.84065,38.3571,1031.3152784,1651.9939238000002,499.4321333937473,13.814334550074538,-0.22873455007453813,0.22873455007453813,12.923521736763883,-0.19342173676388263,0.19342173676388263,17.81851148355833,-0.2603114835583291,0.2603114835583291,49.33823288890817,1.7489671110918295,1.7489671110918295,1.7489671110918295,0.6078587203721448,1.7489671110918295,0.6219451916574774,1.615696694458386,4
30.921,107.667,40.2538,39.6437,21.2226,21.4006,26.4027,52.0188,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.17800000000000082,-5.1800999999999995,-30.7962,-5.002099999999999,-30.618199999999998,-25.6161,23.008633333333332,21.4006,2.940695054461331,30.261174999999998,23.90165,14.702468073167172,30.7962,16.231783333333333,30.7962,3329.171307,4268.318247900001,287.19103465397615,21.255292941098674,-0.0326929410986736,0.0326929410986736,21.367964075382822,0.03263592461717835,0.03263592461717835,26.38745660512344,0.01524339487655979,0.01524339487655979,48.155807565038934,3.8629924349610647,3.8629924349610647,3.8629924349610647,0.9858911738883691,3.8629924349610647,0.5035522656772793,1.017679909098074,1
28.8309,92.0524,22.5305,20.2385,19.4131,18.7107,24.0829,24.1901,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.7024000000000008,-4.669799999999999,-4.777000000000001,-5.372199999999999,-5.479400000000002,-0.1072000000000024,20.735566666666667,19.4131,2.9200722205680685,21.5992,21.747999999999998,2.944146393552241,5.479400000000002,3.5180000000000007,5.479400000000002,2653.95353916,1863.0024974,313.2009254293288,19.13422910276639,0.2788708972336096,0.2788708972336096,18.587444758922537,0.12325524107746233,0.12325524107746233,23.74044032442279,0.34245967557721,0.34245967557721,48.32294358716576,-24.13284358716576,24.13284358716576,24.13284358716576,6.21935735026351,24.13284358716576,0.1385164844296701,0.25368520422737695,1
15.926,15.8727,28.8574,49.7271,9.1475,8.3813,12.2518,39.5061,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.7662000000000013,-3.1042999999999985,-30.358600000000003,-3.8705,-31.124800000000004,-27.254300000000004,9.926866666666667,9.1475,2.0495735808536693,17.321675,10.69965,14.883993496006598,31.124800000000004,16.079783333333335,31.124800000000004,252.7886202,789.30334017,1003.3573346958397,9.083069965281755,0.06443003471824582,0.06443003471824582,8.115157334325717,0.26614266567428224,0.26614266567428224,12.153542704577578,0.09825729542242101,0.09825729542242101,49.90510426656634,-10.399004266566337,10.399004266566337,10.399004266566337,2.7069585655953214,10.399004266566337,0.269762928909189,1.7968690690311022,4
31.766,63.1176,34.6055,14.9161,18.9696,17.6123,24.3552,47.8771,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.3572999999999986,-5.3856,-28.9075,-6.742899999999999,-30.264799999999997,-23.5219,20.312366666666666,18.9696,3.566362550741768,27.20355,21.662399999999998,14.086622217432632,30.264799999999997,16.029999999999998,30.264799999999997,2004.9936816,941.4684333600001,503.2826813309312,18.901672330198274,0.06792766980172615,0.06792766980172615,17.488426334170327,0.12387366582967374,0.12387366582967374,24.275925205607365,0.07927479439263507,0.07927479439263507,48.910160271868904,-1.033060271868905,1.033060271868905,1.033060271868905,0.326034100473235,1.033060271868905,0.7541284192036389,1.1125308599315678,3
22.1138,69.3864,45.2051,24.9273,14.8369,14.9851,18.8101,50.5464,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.14819999999999922,-3.9731999999999985,-35.7095,-3.8249999999999993,-35.5613,-31.7363,16.2107,14.9851,2.2523656630307602,24.794624999999996,16.897599999999997,17.26607003178488,35.7095,18.492250000000002,35.7095,1534.39697232,1729.6156087199997,318.70506054427665,14.740867764838038,0.09603223516196202,0.09603223516196202,15.107029677547212,-0.12192967754721273,0.12192967754721273,18.60534240988969,0.20475759011030803,0.20475759011030803,49.87720656871465,0.6691934312853505,0.6691934312853505,0.6691934312853505,0.2729782335262083,0.6691934312853505,0.7855593863769014,1.440210755270243,4
17.4295,76.4987,41.6689,49.1177,12.8582,14.1314,15.8929,,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,-1.2731999999999992,-3.034699999999999,,-1.7614999999999998,,,14.294166666666667,14.1314,1.5238834480803747,14.294166666666667,14.1314,1.5238834480803747,3.034699999999999,2.0231333333333326,3.034699999999999,1333.3340916500001,3757.44019699,227.8404433225083,13.163107115532652,-0.30490711553265193,0.30490711553265193,14.183878402753711,-0.05247840275371196,0.05247840275371196,16.261206053297727,-0.3683060532977276,0.3683060532977276,49.57112541651108,,,0.3683060532977276,0.2418971905280305,0.3683060532977276,0.8052196330155312,0.21230323863820527,4
8.4072,51.5741,32.3668,9.8077,7.052,8.3476,8.6095,67.879,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.2956000000000003,-1.557500000000001,-60.827000000000005,-0.2619000000000007,-59.531400000000005,-59.26950000000001,8.003033333333333,8.3476,0.8339641499089359,22.972025000000002,8.47855,29.945726075727404,60.827000000000005,30.457150000000002,60.827000000000005,433.59377352,505.82330057,163.01202289288167,6.971618662599015,0.08038133740098452,0.08038133740098452,8.315687735216422,0.03191226478357834,0.03191226478357834,8.435905504594375,0.17359449540562544,0.17359449540562544,51.20906558558219,16.669934414417817,16.669934414417817,16.669934414417817,4.238955628002001,16.669934414417817,0.1908777380466903,2.647871640453273,4
23.5579,70.8232,32.6027,43.3158,15.7487,24.8572,19.3857,22.1708,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-9.1085,-3.6370000000000005,-6.4221,5.471499999999999,2.686399999999999,-2.7851,19.9972,19.3857,4.584936449941264,20.540599999999998,20.77825,3.8981485870431705,9.1085,5.018433333333333,9.1085,1668.44586328,3067.76356656,332.6296562948785,15.714635445457494,0.03406455454250512,0.03406455454250512,15.482004488465718,9.375195511534281,9.375195511534281,19.75925624997477,-0.37355624997476866,0.37355624997476866,48.8813244177486,-26.7105244177486,26.7105244177486,26.7105244177486,9.123335183450038,26.7105244177486,0.09878167440655654,0.44343863205620476,4
24.9567,103.8645,43.7261,16.1546,17.6763,,21.7368,53.8115,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,,-4.0604999999999976,-36.1352,,,-32.07470000000001,19.70655,19.70655,2.8712070850079745,31.07486666666667,21.7368,19.794892941446623,36.1352,24.09013333333333,36.1352,2592.11516715,1677.8894516999999,240.28130494237155,17.904893452553303,-0.22859345255330155,0.22859345255330155,18.893337899813254,,,21.993211027166936,-0.2564110271669371,0.2564110271669371,49.38339580518075,4.428104194819255,4.428104194819255,4.428104194819255,1.6377028915131646,4.428104194819255,0.3791177555355116,1.1628429096473751,2
22.871,98.2611,23.1992,7.9469,16.5071,16.9606,20.0505,53.2645,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.45349999999999824,-3.5433999999999983,-36.7574,-3.0899,-36.3039,-33.214,17.8394,16.9606,1.9282473829879812,26.695675,18.50555,17.78238415255858,36.7574,18.893683333333332,36.7574,2247.3296181,780.87113559,232.75739506708197,16.46727312614591,0.03982687385409278,0.03982687385409278,16.96963091555436,-0.009030915554362196,0.009030915554362196,19.989054063636964,0.06144593636303597,0.06144593636303597,49.09582490173776,4.168675098262241,4.168675098262241,4.168675098262241,1.069744706008433,4.168675098262241,0.48315137470675357,1.3769041700934064,2
26.6998,56.1904,35.416,31.4179,16.3946,15.2187,21.3825,41.5613,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.1759000000000004,-4.9879,-25.166700000000002,-6.1638,-26.342600000000004,-20.178800000000003,17.665266666666668,16.3946,3.272468936954686,23.639275,18.888550000000002,12.24313974827672,26.342600000000004,14.002616666666668,26.342600000000004,1500.27244192,1765.38436816,475.16649193341,16.280304552491614,0.11429544750838616,0.11429544750838616,15.31545982787703,-0.09675982787702964,0.09675982787702964,20.91964179232593,0.4628582076740706,0.4628582076740706,49.11394768285187,-7.55264768285187,7.55264768285187,7.55264768285187,2.056640291477839,7.55264768285187,0.32715658521811714,1.1143568851595977,3
23.5742,80.0256,28.2073,5.4162,15.6847,15.9431,19.5115,52.9688,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,-0.25839999999999996,-3.826800000000002,-37.2841,-3.5684000000000022,-37.0257,-33.457300000000004,17.046433333333336,15.9431,2.138716412555283,26.027025000000002,17.7273,18.045872436538872,37.2841,19.236783333333335,37.2841,1886.53949952,433.43465471999997,294.5831965542031,15.775658744788021,-0.09095874478802202,0.09095874478802202,15.804246654480218,0.1388533455197809,0.1388533455197809,19.5647328129265,-0.05323281292649895,0.05323281292649895,49.46140715732234,3.5073928426776604,3.5073928426776604,3.5073928426776604,0.9476094364779906,3.5073928426776604,0.5134499665437932,1.432514306758338,4
12.9827,26.2827,18.5198,33.0949,8.5219,-0.2015,11.2283,67.3265,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,8.7234,-2.7064000000000004,-58.80459999999999,-11.4298,-67.52799999999999,-56.09819999999999,6.516233333333335,8.5219,5.9730315664102545,21.7188,9.8751,30.793779735741,67.52799999999999,34.215066666666665,67.52799999999999,341.22040928999996,869.82332823,493.96352202645767,8.031546677497696,0.4903533225023047,0.4903533225023047,7.507741016020615,-7.7092410160206155,7.7092410160206155,10.36793384579619,0.8603661542038115,0.8603661542038115,50.065396637785405,17.26110336221459,17.26110336221459,17.26110336221459,6.5802659637353305,17.26110336221459,0.13192149256821453,3.1091942882690162,4
22.0301,29.581,24.2657,46.4353,12.6477,11.2868,16.7821,72.0159,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.3609000000000009,-4.134399999999999,-59.3682,-5.4953,-60.7291,-55.2338,13.5722,12.6477,2.8619234283956656,28.183125,14.7149,29.31513126747289,60.7291,31.053616666666667,60.7291,651.6723881,1373.6026092999998,744.7379247699793,12.728875485159254,-0.08117548515925321,0.08117548515925321,11.214173359411673,0.07262664058832691,0.07262664058832691,16.684914307939962,0.09718569206003735,0.09718569206003735,49.10838689225845,22.90751310774155,22.90751310774155,22.90751310774155,5.7896252313872925,22.90751310774155,0.14728353420409254,2.154802863485556,4
21.45,50.8455,34.0144,31.5401,13.5733,13.0423,17.1751,47.7971,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.5310000000000006,-3.601800000000001,-34.2238,-4.132800000000001,-34.7548,-30.622,14.5969,13.5733,2.2485165509731084,22.89695,15.3742,16.70131345523459,34.7548,17.977700000000002,34.7548,1090.635975,1603.67215455,421.8661588801056,13.461027745417034,0.1122722545829653,0.1122722545829653,13.002635840109633,0.03966415989036598,0.03966415989036598,17.233732065668875,-0.058632065668874134,0.058632065668874134,49.60097782088209,-1.803877820882093,1.803877820882093,1.803877820882093,0.5036115752560746,1.803877820882093,0.665065377559157,1.5178783559040154,4
9.4254,88.5794,30.4932,48.8792,9.996,12.1686,18.5332,39.0483,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-2.172599999999999,-8.5372,-29.052299999999995,-6.364600000000001,-26.8797,-20.515099999999997,13.565933333333334,12.1686,4.4368176989068795,19.936525,15.3509,13.246181346429617,29.052299999999995,15.586916666666667,29.052299999999995,834.8962767600001,4329.69020848,106.40621787839859,9.963871650966226,0.032128349033774484,0.032128349033774484,12.081191455489146,0.08740854451085411,0.08740854451085411,11.525672576243574,7.007527423756427,7.007527423756427,49.78569856360508,-10.737398563605083,10.737398563605083,10.737398563605083,4.466115720226535,10.737398563605083,0.18294526702017141,1.4572391842413939,2
19.177,89.8922,38.4577,56.7523,15.2102,15.9875,18.729,36.1364,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.7773000000000003,-3.518799999999999,-20.9262,-2.7414999999999985,-20.1489,-17.407400000000003,16.642233333333333,15.9875,1.8485116075733283,21.515774999999998,17.358249999999998,9.863246437279159,20.9262,10.920016666666669,20.9262,1723.8627194,5101.58910206,213.33327993604783,14.828471500036759,0.3817284999632413,0.3817284999632413,15.887018464742605,0.100481535257396,0.100481535257396,18.140463305790874,0.5885366942091252,0.5885366942091252,48.98427087570251,-12.847870875702505,12.847870875702505,12.847870875702505,3.479654401283067,12.847870875702505,0.22323150636655786,0.9725975603492972,2
29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,0.6048000000000009,-5.152100000000001,-16.206899999999997,-5.756900000000002,-16.8117,-11.054799999999997,20.345166666666668,18.8294,3.1636428122234874,24.01795,21.405450000000002,7.7865122840717325,16.8117,9.264533333333333,16.8117,2378.95403556,1353.1096161,378.20651112449593,18.966260538462386,-0.13686053846238622,0.13686053846238622,18.185495765889883,0.03910423411011621,0.03910423411011621,23.92913833791915,0.0523616620808518,0.0523616620808518,48.75793210969273,-13.721632109692735,13.721632109692735,13.721632109692735,3.487489636086522,13.721632109692735,0.22284174028134052,0.6999636938357795,3
27.3237,36.5954,27.8369,36.5974,15.3085,13.4413,19.8104,29.1183,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.8672000000000004,-4.501900000000001,-13.809800000000001,-6.369100000000001,-15.677000000000001,-9.3079,16.186733333333333,15.3085,3.2741150015436746,19.419625,17.559450000000002,6.9966353920414255,15.677000000000001,8.588816666666666,15.677000000000001,999.9217309799999,1339.29649196,746.6428166811082,15.549348695223761,-0.24084869522376096,0.24084869522376096,13.670292737073359,-0.22899273707335865,0.22899273707335865,20.35160430569755,-0.5412043056975477,0.5412043056975477,48.889651313793266,-19.771351313793264,19.771351313793264,19.771351313793264,5.195599262946983,19.771351313793264,0.1614048871721801,0.8072757289207548,3
20.1785,19.6058,37.9269,15.0994,11.127,10.1191,14.7335,33.4432,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.0079000000000011,-3.6064999999999987,-22.316199999999995,-4.6144,-23.324099999999998,-18.709699999999998,11.9932,11.127,2.4260871109669577,17.3557,12.930250000000001,10.90639983893249,23.324099999999998,12.26313333333333,23.324099999999998,395.61563529999995,296.03581651999997,1029.2102188075883,10.93604722799797,0.19095277200203142,0.19095277200203142,9.897171149919059,0.22192885008094088,0.22192885008094088,14.650485949853485,0.08301405014651486,0.08301405014651486,50.55722126224546,-17.114021262245465,17.114021262245465,17.114021262245465,4.402479233618738,17.114021262245465,0.18510020247318393,1.3438862483874183,4
31.4644,29.237,41.6587,52.351,17.3032,15.1398,22.8723,49.0786,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.163400000000001,-5.569099999999999,-31.7754,-7.7325,-33.9388,-26.206300000000002,18.438433333333332,17.3032,3.989292556749045,26.098475,20.08775,15.662521830019372,33.9388,17.897583333333333,33.9388,919.9246628,1530.5861869999999,1076.183918943832,17.339382128601482,-0.03618212860148162,0.03618212860148162,15.054724684964969,0.08507531503503074,0.08507531503503074,23.092049796071077,-0.2197497960710777,0.2197497960710777,48.728193698910594,0.3504063010894072,0.3504063010894072,0.3504063010894072,0.1728533851992493,0.3504063010894072,0.8526214892836889,1.3004126484736567,3
9.6406,56.2683,24.8761,48.8917,8.3068,9.0676,10.0189,32.4217,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.7607999999999997,-1.7120999999999995,-24.1149,-0.9512999999999998,-23.354100000000003,-22.4028,9.131100000000002,9.0676,0.8578145428937419,14.953750000000001,9.54325,11.666343726720896,24.1149,12.216,24.1149,542.46017298,2751.05284311,171.33267375544062,8.276027413815058,0.03077258618494305,0.03077258618494305,9.234436728886486,-0.16683672888648537,0.16683672888648537,10.00558386686296,0.013316133137040609,0.013316133137040609,49.919997036961966,-17.498297036961965,17.498297036961965,17.498297036961965,4.427305621292609,17.498297036961965,0.1842534896278482,1.612631204459614,4
31.932,79.8589,32.6147,44.5479,20.6119,19.6283,25.9704,14.6559,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.9835999999999991,-5.358500000000003,5.955999999999998,-6.342100000000002,4.972399999999999,11.3145,22.0702,20.6119,3.4132883367802385,20.216625,20.1201,4.63788593748991,11.3145,5.821183333333334,11.3145,2550.0543948,3557.54629131,399.8551946176074,20.253700422670168,0.358199577329831,0.358199577329831,19.155533555854,0.472766444146,0.472766444146,25.660490350145356,0.30990964985464586,0.30990964985464586,47.98936429810561,-33.33346429810561,33.33346429810561,33.33346429810561,8.618584992359022,33.33346429810561,0.10396539624013275,0.5596628716895765,3
17.9052,36.8289,26.0267,32.4417,10.976,10.3199,14.1071,40.9626,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.6561000000000003,-3.1311,-29.986600000000003,-3.7872000000000003,-30.6427,-26.8555,11.801000000000002,10.976,2.023904570378752,19.0914,12.54155,14.674144669451778,30.6427,15.843200000000001,30.6427,659.42882028,1194.7921251299997,486.172411836245,10.98278655283432,-0.0067865528343187265,0.0067865528343187265,10.339548874443711,-0.01964887444371044,0.01964887444371044,14.161539144194489,-0.05443914419448781,0.05443914419448781,49.777797032196446,-8.815197032196444,8.815197032196444,8.815197032196444,2.2240179009172403,8.815197032196444,0.3101719750735558,1.6050516960245473,4
10.6255,33.6857,32.3691,40.2823,7.5093,7.9531,9.6454,54.134,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.4438000000000004,-2.1361000000000008,-46.624700000000004,-1.6923000000000004,-46.1809,-44.4886,8.369266666666666,7.9531,1.127220840533626,19.81045,8.79925,22.900868734977426,46.624700000000004,23.594400000000004,46.624700000000004,357.92740535,1356.93747311,315.4304896646085,7.411340677245775,0.09795932275422459,0.09795932275422459,7.82526328780199,0.12783671219801018,0.12783671219801018,9.48169974777528,0.16370025222471973,0.16370025222471973,50.528377382502,3.6056226174979997,3.6056226174979997,3.6056226174979997,0.9987797261687386,3.6056226174979997,0.5003052547049796,2.353539493782578,4
16.4319,106.2896,25.8871,25.654,14.4604,15.843,1.0,69.2522,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.3826,13.4604,-54.7918,14.843,-53.4092,-68.2522,10.434466666666667,14.4604,8.199680887286611,25.1389,15.1517,30.161309924913187,68.2522,34.35653333333334,68.2522,1746.5400782399997,2726.7533983999997,154.59554325206386,14.028379885121074,0.43202011487892555,0.43202011487892555,15.661208445364293,0.18179155463570673,0.18179155463570673,16.520725750163216,-15.520725750163216,15.520725750163216,49.30198250049817,19.950217499501832,19.950217499501832,19.950217499501832,9.02118872979492,19.950217499501832,0.09978856071503851,2.7150023608819955,2
12.4308,52.8897,31.9177,46.884,9.4185,10.1833,11.7055,,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,-0.7647999999999993,-2.287000000000001,,-1.5222000000000016,,,10.435766666666666,10.1833,1.1642151061265846,10.435766666666666,10.1833,1.1642151061265846,2.287000000000001,1.5246666666666673,2.287000000000001,657.4612827599999,2479.6806948,235.03248552506716,9.416843978271979,0.0016560217280208178,0.0016560217280208178,10.12090324170711,0.06239675829288949,0.06239675829288949,11.701112742839186,0.004387257160814784,0.004387257160814784,49.99268868789849,,,0.06239675829288949,0.022813345727241696,0.06239675829288949,0.9776954946642576,0.21914995625625064,4
16.6191,71.8971,38.4489,6.7605,12.0738,13.1961,14.7668,,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,-1.1222999999999992,-2.6929999999999996,,-1.5707000000000004,,,13.345566666666665,13.1961,1.3527074566710027,13.345566666666665,13.1961,1.3527074566710027,2.6929999999999996,1.795333333333333,2.6929999999999996,1194.86509461,486.06034454999997,231.15115475434268,12.013550773970413,0.06024922602958682,0.06024922602958682,13.048554874155853,0.1475451258441467,0.1475451258441467,14.79171816661484,-0.024918166614840587,0.024918166614840587,50.5166575961824,,,0.1475451258441467,0.07757083949619137,0.1475451258441467,0.9280132343480463,0.2017897066019128,4
26.6142,90.5936,48.4553,12.0777,17.7157,18.4443,22.0111,,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,-0.7286000000000001,-4.295400000000001,,-3.5668000000000006,,,19.390366666666665,18.4443,2.2986728547867212,19.390366666666665,18.4443,2.2986728547867212,4.295400000000001,2.8636000000000004,4.295400000000001,2411.07618912,1094.16232272,293.7756868282432,17.927403621642107,-0.21170362164210843,0.21170362164210843,18.457083673698378,-0.012783673698379516,0.012783673698379516,22.40513423708414,-0.3940342370841421,0.3940342370841421,49.63189339071476,,,0.3940342370841421,0.20617384414154336,0.3940342370841421,0.8290678867371054,0.22152225683083693,1
11.9381,73.8834,36.8656,56.3173,10.3871,11.833,12.4416,62.0085,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.4459,-2.054499999999999,-51.621399999999994,-0.6085999999999991,-50.1755,-49.5669,11.5539,11.833,1.0553033544910198,24.16755,12.1373,25.242010790281082,51.621399999999994,25.91213333333333,51.621399999999994,882.02741754,4160.91360282,161.58025191311555,10.457442394330322,-0.07034239433032141,0.07034239433032141,11.970655328413342,-0.1376553284133415,0.1376553284133415,12.626278185448612,-0.1846781854486128,0.1846781854486128,49.77506724422707,12.233432755772931,12.233432755772931,12.233432755772931,3.1565271659913017,12.233432755772931,0.2405854599440606,2.1359789734669117,4
26.2178,25.4714,35.5228,48.3043,14.3505,12.58,19.1492,42.953,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.7705000000000002,-4.7987,-28.602500000000003,-6.5692,-30.373000000000005,-23.803800000000003,15.359900000000001,14.3505,3.3989356319295014,22.258175,16.749850000000002,14.072904255666868,30.373000000000005,15.986283333333333,30.373000000000005,667.80407092,1230.37814702,1029.3030499685726,14.55290143758872,-0.2024014375887191,0.2024014375887191,12.689907908224825,-0.10990790822482488,0.10990790822482488,19.36341049133242,-0.21421049133241965,0.21421049133241965,49.12351454508271,-6.17051454508271,6.17051454508271,6.17051454508271,1.6742585955571685,6.17051454508271,0.37393541584248136,1.3645766714581626,3
21.3253,74.4008,46.0511,24.5985,14.5831,15.3581,18.2474,47.2732,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.7750000000000004,-3.664299999999999,-32.6901,-2.8892999999999986,-31.915100000000002,-29.025800000000004,16.062866666666668,15.3581,1.9311384371228622,23.865450000000003,16.80275,15.684623801779033,32.6901,16.826600000000003,32.6901,1586.61938024,1830.1480788000001,286.62725580541394,14.63590153727542,-0.052801537275419363,0.052801537275419363,15.284074455288076,0.07402554471192424,0.07402554471192424,18.345563351284536,-0.09816335128453701,0.09816335128453701,49.931825242606855,-2.6586252426068526,2.6586252426068526,2.6586252426068526,0.7209039189696833,2.6586252426068526,0.5810899661375091,1.3697661809158508,4
8.076,29.8006,45.4033,12.3513,5.9675,7.1174,7.6489,60.1719,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.1498999999999997,-1.6814,-54.2044,-0.5315000000000003,-53.054500000000004,-52.523,6.911266666666667,7.1174,0.8594444154995325,20.226425,7.3831500000000005,26.63956072402784,54.2044,27.190783333333332,54.2044,240.6696456,368.07615078,271.0011640701315,5.658643857351798,0.30885614264820216,0.30885614264820216,6.792640672054739,0.3247593279452605,0.3247593279452605,7.341761072069796,0.3071389279302039,0.3071389279302039,51.877767735458455,8.294132264541545,8.294132264541545,8.294132264541545,2.3087216657663028,8.294132264541545,0.3022315265579763,2.679879079036914,4
25.8413,81.9552,43.1604,47.0577,17.4843,17.531,22.1277,41.4904,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.04669999999999774,-4.6434,-24.0061,-4.596700000000002,-23.959400000000002,-19.3627,19.047666666666668,17.531,2.667489310818946,24.65835,19.829349999999998,11.430780201572711,24.0061,12.769166666666669,24.0061,2117.82890976,3856.62321504,315.3100333706667,17.4857896584836,-0.0014896584835994986,0.0014896584835994986,17.58600372215352,-0.055003722153522006,0.055003722153522006,21.97512641985694,0.15257358014305922,0.15257358014305922,48.83919750459232,-7.348797504592319,7.348797504592319,7.348797504592319,1.889466116343125,7.348797504592319,0.346084695142779,0.9735481191774311,3
9.8798,101.6812,38.8328,20.6455,10.6819,13.5792,12.2654,34.8847,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-2.8972999999999995,-1.583499999999999,-24.202800000000003,1.3138000000000005,-21.305500000000002,-22.619300000000003,12.1755,12.2654,1.450740614307051,17.852800000000002,12.9223,11.416218290076038,24.202800000000003,12.320366666666667,24.202800000000003,1004.5899197599999,2099.2592145999997,97.16446135918326,10.582860120908512,0.09903987909148881,0.09903987909148881,13.375864245466987,0.203335754533013,0.203335754533013,12.113104422852938,0.15229557714706132,0.15229557714706132,50.5170870657885,-15.6323870657885,15.6323870657885,15.6323870657885,4.021764569140016,15.6323870657885,0.19913319038197191,1.3556857435888245,2
9.9425,82.4452,35.8081,40.7018,9.6835,11.9735,,50.8812,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,-2.289999999999999,,-41.1977,,-38.9077,,10.8285,10.8285,1.6192745289171933,24.1794,11.9735,23.15276694976218,41.1977,27.46513333333333,41.1977,819.711401,3355.6680413599997,120.59524137302822,9.784387565129455,-0.10088756512945452,0.10088756512945452,11.839830843239241,0.1336691567607584,0.1336691567607584,11.490581726756993,,,50.172013946110056,0.7091860538899439,0.7091860538899439,0.7091860538899439,0.31458092526005227,0.7091860538899439,0.7606986993228877,1.7038339645177445,4
31.3419,73.0867,33.8379,8.3587,19.2448,18.2686,24.291,54.3545,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.9762000000000022,-5.046199999999999,-35.109700000000004,-6.022400000000001,-36.0859,-30.0635,20.601466666666667,19.2448,3.232295434104583,29.039725,21.7679,17.08162669798069,36.0859,18.883983333333337,36.0859,2290.6760427299996,610.90979929,428.8317260415744,19.169414129569535,0.07538587043046618,0.07538587043046618,18.10707354263333,0.16152645736666926,0.16152645736666926,24.378226200451817,-0.08722620045181628,0.08722620045181628,48.95825508376809,5.396244916231915,5.396244916231915,5.396244916231915,1.4300958611202166,5.396244916231915,0.4115064002203698,1.242638749974819,3
